date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ,MACD,MACD_Signal,MACD_Histogram,EMA12,EMA26,BOLL_MID,BOLL_UPPER,BOLL_LOWER,BOLL_WIDTH,BOLL_PB,MA5,MA10,MA20,MA30,MA60
2025-06-24,sz.300739,14.2900,14.6300,14.2000,14.59,14.2900,22091157,320867183.9400,3,6.484900,1,2.099400,0,343.429464,3.130443,-110.708962,2.098149,0.372479002213046,0.2813230074654862,0.09115599474755975,13.904003624833694,13.531524622620648,13.5595,14.539134195960404,12.579865804039596,1.9592683919208085,1.0259616315198798,14.256,13.873999999999999,13.5595,13.363666666666667,12.797166666666666
2025-06-23,sz.300739,14.0100,14.3900,13.9500,14.29,14.2800,17341455,246336196.4200,3,5.090600,1,0.070000,0,336.367857,3.066075,-108.432561,2.055007,0.33243041873679324,0.2585340087785962,0.07389640995819702,13.779277011167093,13.4468465924303,13.4785,14.36261180526604,12.59438819473396,1.768223610532079,0.9589351681351032,14.024000000000001,13.758000000000001,13.4785,13.312333333333333,12.784166666666668
2025-06-20,sz.300739,14.0000,14.6700,13.9500,14.28,13.9600,25525707,364352520.4600,3,7.493100,1,2.292300,0,336.132471,3.063930,-108.356681,2.053568,0.30702396610002225,0.24005990628904691,0.06696405981097533,13.686418285924745,13.379394319824723,13.398,14.264003524971697,12.531996475028302,1.7320070499433946,1.009235802492158,13.9,13.690000000000001,13.398,13.261000000000001,12.780833333333332
2025-06-19,sz.300739,14.1600,14.5600,13.9000,13.96,14.1600,20430560,288668724.3600,3,5.997400,1,-1.412400,0,328.600090,2.995270,-105.928520,2.007550,0.2711484725003608,0.22331889133630306,0.04782958116405772,13.578494337911062,13.307345865410701,13.331999999999999,14.111894729738525,12.552105270261473,1.5597894594770523,0.902618440703241,13.702000000000002,13.622,13.331999999999999,13.215333333333332,12.783666666666667
2025-06-18,sz.300739,13.4100,14.2400,13.3400,14.16,13.4300,23267353,324221858.0000,3,6.830200,1,5.435600,0,333.307828,3.038182,-107.446121,2.036312,0.2539961374331501,0.21136149604528864,0.04263464138786144,13.509129672076709,13.255133534643559,13.288499999999999,14.016215242168565,12.560784757831433,1.455430484337132,1.098791910282765,13.624,13.589000000000002,13.288499999999999,13.173333333333334,12.799833333333334
2025-06-17,sz.300739,13.6300,13.6700,13.3000,13.43,13.6700,8313665,111622950.9400,3,2.440500,1,-1.755700,0,316.124585,2.881553,-101.906879,1.931332,0.20804539503924957,0.20070283569832326,0.0073425593409263135,13.390789612454292,13.182744217415042,13.244499999999999,13.845778462506289,12.643221537493709,1.2025569250125798,0.6542546520182906,13.492,13.495999999999999,13.244499999999999,13.123999999999999,12.817
2025-06-16,sz.300739,13.2800,13.8500,13.2100,13.67,13.2900,9102500,124240846.0000,3,2.672000,1,2.859300,0,321.773871,2.933047,-103.727999,1.965846,0.22069669627409993,0.19886719586309168,0.021829500411008257,13.383660451082346,13.162963754808246,13.2215,13.828070167764041,12.61492983223596,1.213140335528081,0.8697016634145355,13.492,13.453,13.2215,13.081999999999999,12.850833333333334
2025-06-13,sz.300739,13.4500,13.6400,13.2900,13.29,13.5700,5850314,78475751.8700,3,1.717400,1,-2.063400,0,312.829169,2.851514,-100.844558,1.911199,0.20919785972259497,0.19340982076033958,0.01578803896225539,13.331598714915499,13.122400855192904,13.1845,13.765623231790434,12.603376768209566,1.1622464635808676,0.5907724852738678,13.48,13.379,13.1845,13.022666666666668,12.877999999999998
2025-06-12,sz.300739,13.4300,13.7500,13.4300,13.57,13.5000,5751425,78279718.2500,3,1.688300,1,0.518500,0,319.420002,2.911591,-102.969199,1.951465,0.2301691940190711,0.18946281101977575,0.040706382999295354,13.339162117627408,13.108992923608337,13.166,13.756464580692926,12.575535419307075,1.1809291613858512,0.8421035005401132,13.542000000000002,13.370000000000001,13.166,12.961666666666668,12.912333333333333
2025-06-11,sz.300739,13.5300,13.7800,13.4700,13.5,13.4300,5929231,80609648.1500,3,1.740500,1,0.521200,0,317.772294,2.896572,-102.438039,1.941399,0.22507923606266012,0.1792862152699519,0.04579302079270822,13.297191593559663,13.072112357497003,13.135499999999999,13.70057009346324,12.570429906536758,1.1301401869264822,0.8225263593106019,13.553999999999998,13.302000000000001,13.135499999999999,12.897,12.934333333333333
2025-06-10,sz.300739,13.6000,13.6500,13.2800,13.43,13.6100,7084345,95313038.5900,3,2.079600,1,-1.322600,0,316.124585,2.881553,-101.906879,1.931332,0.22243599174647422,0.16783796007177484,0.05459803167469937,13.260317337843238,13.037881346096764,13.108500000000001,13.651407377968722,12.56559262203128,1.0858147559374416,0.7960910212740944,13.5,13.245,13.108500000000001,12.834,12.960666666666667
2025-06-09,sz.300739,13.6300,13.6900,13.5600,13.61,13.6000,6231095,84854323.5100,3,1.829100,1,0.073500,0,320.361549,2.920174,-103.272719,1.957218,0.2229540909393215,0.15418845215309998,0.06876563878622152,13.229465944723827,13.006511853784506,13.089500000000001,13.611216801581923,12.567783198418079,1.0434336031638445,0.9988338485762445,13.414000000000001,13.199000000000002,13.089500000000001,12.786333333333333,12.986500000000001
2025-06-06,sz.300739,13.5900,13.7400,13.5000,13.6,13.6300,7239061,98317864.4800,3,2.125000,1,-0.220100,0,320.126162,2.918028,-103.196839,1.955779,0.20204513258634904,0.1369970424565446,0.06504809012980445,13.160277934673616,12.958232802087267,13.0465,13.527782278480297,12.565217721519703,0.9625645569605936,1.0750263668005173,13.278,13.106,13.0465,12.727333333333332,13.005166666666666
2025-06-05,sz.300739,13.2300,13.7200,13.1400,13.63,13.2300,10962128,147762572.4300,3,3.217900,1,3.023400,0,320.832323,2.924465,-103.424479,1.960094,0.1734370419963902,0.12073501992409348,0.052702022072296725,13.080328468250638,12.906891426254248,13.012,13.419487810602615,12.604512189397386,0.8149756212052282,1.2583048914838335,13.197999999999999,13.041999999999998,13.012,12.667666666666667,13.024166666666666
2025-06-04,sz.300739,13.0300,13.4900,13.0300,13.23,13.0000,8493492,112573190.0400,3,2.493300,1,1.769200,0,311.416848,2.838641,-100.389278,1.902571,0.1313454493961661,0.1075595144060193,0.023785934990146806,12.980388189750755,12.849042740354589,12.9655,13.276997233239763,12.654002766760238,0.6229944664795255,0.9245623584662973,13.05,12.988,12.9655,12.601333333333335,13.047166666666666
2025-06-03,sz.300739,12.8300,13.0900,12.7700,13.0,12.9300,4842900,62905142.0000,3,1.421600,1,0.541400,0,306.002949,2.789292,-98.644037,1.869495,0.11643806466793727,0.10161303065848258,0.014825034009454688,12.935004224250893,12.818566159582955,12.937999999999999,13.248286794332403,12.627713205667595,0.6205735886648078,0.599907571209076,12.99,12.993,12.937999999999999,12.544666666666668,13.074833333333334
2025-05-30,sz.300739,13.0900,13.1300,12.8700,12.93,13.0700,4814800,62350650.0000,3,1.413400,1,-1.071200,0,304.355241,2.774272,-98.112877,1.859429,0.11913535812873732,0.0979067721561189,0.021228585972618425,12.923186810478327,12.80405145234959,12.8965,13.357358466685843,12.435641533314156,0.9217169333716875,0.5363452148779077,12.984,12.99,12.8965,12.495000000000001,13.099333333333332
2025-05-29,sz.300739,12.8900,13.2100,12.8900,13.2,12.8900,5247600,68901858.0000,3,1.540400,1,2.405000,0,310.710687,2.832204,-100.161638,1.898257,0.12797248020955898,0.0925996256629643,0.03537285454659468,12.921948048747115,12.793975568537556,12.8445,13.487960218375477,12.201039781624523,1.286920436750954,0.7762408536284641,12.934000000000001,12.99,12.8445,12.455666666666668,13.119333333333334
2025-05-28,sz.300739,12.9400,13.0300,12.8000,12.89,12.9300,2666839,34400437.7600,3,0.782900,1,-0.309400,0,303.413694,2.765690,-97.809357,1.853676,0.10989953449875856,0.08375641202631562,0.026143122472442937,12.871393148519319,12.76149361402056,12.7575,13.628769491211546,11.886230508788454,1.742538982423092,0.5760384710680917,12.886,12.962,12.7575,12.409333333333334,13.136166666666666
2025-05-27,sz.300739,12.9300,12.9800,12.7900,12.93,12.9700,3161278,40692610.6600,3,0.928000,1,-0.308400,0,304.355241,2.774272,-98.112877,1.859429,0.11679698147153594,0.07722063140820487,0.03957635006333107,12.86801008461374,12.751213103142204,12.6945,13.697662892791554,11.691337107208446,2.0063257855831083,0.6173787436179292,12.925999999999998,12.969,12.6945,12.365666666666668,13.175666666666666
2025-05-26,sz.300739,12.6800,12.9800,12.6500,12.97,12.6800,3625343,46773124.8700,3,1.064200,1,2.287100,0,305.296789,2.782855,-98.416397,1.865181,0.11982903951356683,0.0673265438923721,0.05250249562119473,12.856739190907147,12.73691015139358,12.628499999999999,13.734812509384797,11.5221874906152,2.2126250187695966,0.654341561314309,12.996,12.972,12.628499999999999,12.314333333333334,13.218166666666667
2025-05-23,sz.300739,12.9000,13.0200,12.6600,12.68,12.9600,4545700,58457384.0000,3,1.334400,1,-2.160500,0,298.470569,2.720632,-96.215877,1.823477,0.11788335302156128,0.05420091998707341,0.06368243303448787,12.836146316526628,12.718262963505067,12.58,13.708109737103445,11.451890262896555,2.2562194742068904,0.5443219292906564,12.996,12.98,12.58,12.254333333333333,13.255500000000001
2025-05-22,sz.300739,13.0600,13.2500,12.9300,12.96,13.0900,4631508,60493297.2800,3,1.359600,1,-0.993100,0,305.061402,2.780709,-98.340517,1.863743,0.14321255530963484,0.038280311728451435,0.1049322435811834,12.864536555895107,12.721324000585472,12.538,13.71204563705802,11.36395436294198,2.3480912741160402,0.6797204413013571,13.046000000000001,12.987,12.538,12.190333333333333,13.295666666666667
2025-05-21,sz.300739,13.2600,13.2600,13.0300,13.09,13.2800,3759813,49299663.1900,3,1.103700,1,-1.430700,0,308.121431,2.808602,-99.326958,1.882438,0.14494964542554278,0.012047250833155585,0.1329023945923872,12.847179566057852,12.702229920632309,12.480500000000001,13.679894145304083,11.28110585469592,2.398788290608163,0.7540866163080497,13.038,12.982,12.480500000000001,12.108333333333333,13.3345
2025-05-20,sz.300739,13.0500,13.2900,12.9600,13.28,12.9700,6111785,80472843.4000,3,1.794100,1,2.390100,0,312.593782,2.849369,-100.768678,1.909761,0.13182208196729484,-0.021178347814941212,0.15300042978223605,12.803030396250188,12.671208314282893,12.408,13.627397607967158,11.188602392032841,2.4387952159343165,0.8575535962604107,13.012,12.943000000000001,12.408,12.109666666666666,13.364666666666666
2025-05-19,sz.300739,12.9000,12.9900,12.7500,12.97,12.9300,4222690,54431628.4100,3,1.239600,1,0.309400,0,305.296789,2.782855,-98.416397,1.865181,0.0938036706883345,-0.059428455260500224,0.15323212594883473,12.71630865011386,12.622504979425525,12.3205,13.527522870755377,11.113477129244622,2.414045741510755,0.7690504114447858,12.948000000000002,12.883000000000001,12.3205,12.115333333333332,13.3885
2025-05-16,sz.300739,12.8400,13.0700,12.7600,12.93,12.9200,4017182,52187515.8000,3,1.179200,1,0.077400,0,304.355241,2.774272,-98.112877,1.859429,0.07547757235499297,-0.0977364867477089,0.17321405910270188,12.67018295013456,12.594705377779567,12.247499999999999,13.465675944426414,11.029324055573584,2.4363518888528297,0.7801319477382063,12.963999999999999,12.803,12.247499999999999,12.131333333333336,13.4095
2025-05-15,sz.300739,12.9600,13.0400,12.8000,12.92,12.9600,4311100,55561462.0000,3,1.265500,1,-0.308600,0,304.119854,2.772127,-98.036997,1.857991,0.05506167852072963,-0.14104000152338436,0.196101680044114,12.622943486522662,12.567881808001932,12.188500000000001,13.381537256223412,10.99546274377659,2.3860745124468217,0.8065704763971832,12.928,12.699000000000002,12.188500000000001,12.145000000000001,13.437333333333333
2025-05-14,sz.300739,12.9700,13.1300,12.8400,12.96,12.9600,5238700,68012592.7800,3,1.537800,1,0.000000,0,305.061402,2.780709,-98.340517,1.863743,0.029220858702874608,-0.19006542153441283,0.21928628023728744,12.568933211344962,12.539712352642088,12.133,13.285335842858792,10.980664157141206,2.3046716857175866,0.8588363605649564,12.926000000000002,12.553,12.133,12.165,13.458666666666666
2025-05-13,sz.300739,13.1600,13.2300,12.9400,12.96,13.0500,5255131,68738912.8300,3,1.542600,1,-0.689700,0,305.061402,2.780709,-98.340517,1.863743,-0.008259181991224551,-0.24488699159373467,0.23662780960251012,12.497830158862229,12.506089340853453,12.064,13.172254198467705,10.955745801532295,2.21650839693541,0.9042393889591525,12.874,12.42,12.064,12.197666666666667,13.48
2025-05-12,sz.300739,12.8500,13.0800,12.8500,13.05,12.7500,5888578,76522585.6600,3,1.728600,1,2.352900,0,307.179884,2.800020,-99.023438,1.876685,-0.055977209466368194,-0.3040439439943622,0.248066734527994,12.413799278655361,12.46977648812173,11.9855,13.047999040247358,10.923000959752642,2.1249980804947164,1.0009416289694608,12.818000000000001,12.285,11.9855,12.230666666666668,13.507166666666667
2025-05-09,sz.300739,12.8600,12.9100,12.7000,12.75,12.9100,5339202,68368090.7300,3,1.567300,1,-1.239300,0,300.118277,2.735651,-96.747037,1.833543,-0.12523218694240335,-0.36606062762636066,0.2408284406839573,12.298126420229064,12.423358607171467,11.8915,12.888068322320589,10.894931677679413,1.9931366446411758,0.9307281200755582,12.642,12.18,11.8915,12.256,13.528
2025-05-08,sz.300739,12.7100,12.9800,12.6600,12.91,12.7000,6080858,78310946.5700,3,1.785000,1,1.653500,0,303.884467,2.769981,-97.961117,1.856552,-0.18125970820174508,-0.42626773779734994,0.24500802959560486,12.215967587543439,12.397227295745184,11.792,12.824393233934591,10.759606766065408,2.064786467869183,1.041460348272116,12.47,12.089,11.792,12.300666666666666,13.556500000000002
2025-05-07,sz.300739,12.9100,12.9700,12.5700,12.7,12.6800,7710000,98248484.1300,3,2.263300,1,0.157700,0,298.941343,2.724923,-96.367637,1.826353,-0.2664256032170975,-0.48751974519625113,0.2210941419791536,12.089779876187702,12.3562054794048,11.6715,12.716956837942266,10.626043162057734,2.090913675884533,0.9918902257238842,12.18,11.979000000000001,11.6715,12.352,13.579833333333333
2025-05-06,sz.300739,12.2800,12.7000,12.2600,12.68,12.1700,8588689,107756716.7400,3,2.521200,1,4.190600,0,298.470569,2.720632,-96.215877,1.823477,-0.3498711549898985,-0.5427932806910395,0.19292212570114098,11.978830762767284,12.328701917757183,11.693,12.840245671850276,10.545754328149723,2.294491343700553,0.9301606988885683,11.966000000000001,11.873000000000001,11.693,12.426333333333334,13.604833333333335
2025-04-30,sz.300739,11.8500,12.2100,11.8500,12.17,11.8900,6934850,83960140.0000,3,2.035700,1,2.354900,0,286.465838,2.611206,-92.345995,1.750135,-0.4492526242709669,-0.5910238121163247,0.1417711878453578,11.851345446906791,12.300598071177758,11.7315,13.056169174191382,10.406830825808619,2.649338348382763,0.6655130233809786,11.752,11.758,11.7315,12.51,13.619333333333334
2025-04-29,sz.300739,11.6200,12.0100,11.5700,11.89,11.4600,7703819,91292117.5500,3,2.261500,1,3.752200,0,279.875005,2.551129,-90.221354,1.709869,-0.517637661436682,-0.626466609077664,0.10882894764098205,11.793408255435297,12.31104591687198,11.7955,13.318246479918935,10.272753520081066,3.045492959837869,0.5310294593506566,11.718,11.692,11.7955,12.619666666666665,13.638666666666667
2025-04-28,sz.300739,11.6300,11.6500,11.3400,11.46,11.6300,5145725,58973751.5000,3,1.510500,1,-1.461700,0,346.268419,2.528952,2621.147944,1.658757,-0.5688834701618397,-0.6536738459879095,0.08479037582606974,11.775846120059898,12.344729590221737,11.868,13.540408914992863,10.195591085007138,3.3448178299857254,0.37802026276518,11.708,11.678,11.868,12.733333333333333,13.67
2025-04-25,sz.300739,11.5500,11.7800,11.5500,11.63,11.6100,4643661,54211370.1400,3,1.363200,1,0.172300,0,70.776924,2.544614,-15.681242,2.090464,-0.5822352700959605,-0.6748714399444269,0.09263616984846634,11.833272687343516,12.415507957439477,11.971,13.785327771698965,10.156672228301035,3.6286555433979295,0.4060258004867881,11.778,11.713,11.971,12.863,13.711666666666666
2025-04-24,sz.300739,12.0300,12.0300,11.5500,11.61,12.0000,7905100,92765810.0000,3,2.320500,1,-3.250000,0,70.655210,2.540238,-15.654275,2.086869,-0.6081172362650253,-0.6980304824065435,0.08991324614151819,11.87023135776961,12.478348594034635,12.086500000000001,14.0933228359118,10.079677164088201,4.0136456718236,0.38128000352768965,11.78,11.708,12.086500000000001,12.971666666666666,13.752333333333333
2025-04-23,sz.300739,11.9800,12.0500,11.8400,12.0,11.8400,5768632,68950167.5400,3,1.693400,1,1.351400,0,73.028640,2.625569,-16.180129,2.156970,-0.6302703314660487,-0.720508793941923,0.0902384624758743,11.917546150091358,12.547816481557406,12.2035,14.360576725571029,10.046423274428971,4.314153451142058,0.45282967972636007,11.764,11.686,12.2035,13.087333333333333,13.793166666666668
2025-04-22,sz.300739,11.7300,12.0500,11.7300,11.84,11.8100,6147440,72998498.9600,3,1.804600,1,0.254000,0,72.054925,2.590562,-15.964394,2.128211,-0.6890872590649391,-0.7430684095608915,0.053981150495952424,11.902554541017059,12.591641800081998,12.294,14.564046602814049,10.023953397185952,4.5400932056280965,0.40000205294525615,11.666,11.603,12.294,13.186666666666667,13.831833333333332
2025-04-21,sz.300739,11.7500,11.8100,11.5100,11.81,11.6400,4442400,52081530.0000,3,1.304100,1,1.460500,0,71.872354,2.583998,-15.923944,2.122818,-0.7378450501593061,-0.7565636971848795,0.018718647025573354,11.913928093929252,12.651773144088558,12.4065,14.801391712748135,10.011608287251864,4.789783425496271,0.3754640978494356,11.648,11.495000000000001,12.4065,13.283,13.867833333333333
2025-04-18,sz.300739,11.5300,11.7600,11.4200,11.64,11.5300,5106651,59246673.2300,3,1.499100,1,0.954000,0,70.837781,2.546802,-15.694725,2.092261,-0.786290884608345,-0.7612433589412727,-0.025047525667072246,11.932824111007298,12.719114995615643,12.538499999999999,15.081405714666674,9.995594285333324,5.085811429333351,0.32333202626866286,11.648,11.364,12.538499999999999,13.380666666666666,13.900333333333332
2025-04-17,sz.300739,11.4200,11.7000,11.4000,11.53,11.5100,4294778,49857917.6800,3,1.260700,1,0.173800,0,70.168352,2.522735,-15.546407,2.072489,-0.8193793368017239,-0.7549814775245046,-0.0643978592772193,11.98606485846317,12.805444195264894,12.703,15.420817235635244,9.985182764364755,5.43563447127049,0.28420182479160877,11.636,11.513,12.703,13.493,13.930333333333333
2025-04-16,sz.300739,11.6800,11.7800,11.2100,11.51,11.7500,5590223,64338662.4500,3,1.641000,1,-2.042600,0,70.046638,2.518359,-15.519440,2.068894,-0.8384939890659755,-0.7388820127051998,-0.09961197636077568,12.068985741820109,12.907479730886084,12.886,15.759672874471605,10.012327125528394,5.747345748943211,0.2605851361468882,11.608,11.705000000000002,12.886,13.604999999999999,13.963833333333334
