date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,peTTM,psTTM,pcfNcfTTM,pbMRQ,MACD,MACD_Signal,MACD_Histogram,EMA12,EMA26,BOLL_MID,BOLL_UPPER,BOLL_LOWER,BOLL_WIDTH,BOLL_PB
2025-03-21,sz.002173,12.8300,12.8500,11.8200,11.83,12.4400,88027301,1071541963.9500,3,21.176400,1,-4.903500,0,-108.946309,6.454312,-11.502747,2.833616,0.23361086921796748,-0.07097490219478639,0.3045857714127539,9.880978214546602,9.647367345328634,9.324,10.937592265722659,7.710407734277341,3.2271845314453174,1.2765282634388653
2025-03-20,sz.002173,11.9800,13.2900,11.7800,12.44,12.2900,143624817,1771047133.8400,3,34.551200,1,1.220500,0,-114.563997,6.787121,-12.095872,2.979728,0.42044485039468427,0.027309048323107744,0.3931358020715765,10.274673873847124,9.85422902345244,9.485499999999998,11.615105597287906,7.3558944027120905,4.2592111945758155,1.193673045319427
2025-03-19,sz.002173,11.1500,12.2900,11.1300,12.29,11.1700,132564254,1600049482.7700,3,31.890400,1,10.026900,0,-113.182598,6.705283,-11.950022,2.943799,0.5500675439047082,0.13186074743942786,0.41820679646528036,10.584724047101412,10.034656503196704,9.655,12.104064268138686,7.205935731861313,4.8981285362773725,1.0379605660578737
2025-03-18,sz.002173,11.0300,11.2800,10.8400,11.17,10.9100,60314336,668034570.3100,3,14.509600,1,2.383100,0,-102.868155,6.094224,-10.861004,2.675528,0.5560104799150736,0.21669069393455703,0.33931978598051654,10.674766501393503,10.11875602147843,9.758,12.282662353662365,7.233337646337633,5.0493247073247325,0.779641354407591
2025-03-17,sz.002173,11.1600,11.3200,10.8500,10.91,11.2400,55026212,606092032.3800,3,13.237400,1,-2.935900,0,-100.473731,5.952371,-10.608197,2.613251,0.533589583855786,0.28007047191880285,0.2535191119369832,10.710956270409888,10.177366686554102,9.861,12.39774387230643,7.324256127693571,5.073487744612859,0.7067611183477975
2025-03-14,sz.002173,11.5700,11.6000,10.9000,11.24,11.4200,80568493,898045908.0700,3,19.382000,1,-1.576200,0,-103.512808,6.132415,-10.929068,2.692295,0.5362673480958797,0.33130984715421824,0.20495750094166149,10.79234761342375,10.25608026532787,9.977500000000001,12.544184324386746,7.4108156756132555,5.133368648773491,0.7459398664659798
2025-03-13,sz.002173,11.2900,11.9300,11.1200,11.42,11.4100,133316903,1528162135.8600,3,32.071500,1,0.087600,0,-105.170486,6.230621,-11.104089,2.735410,0.5466129770806134,0.37437047313949734,0.17224250394111607,10.888909519050864,10.342296541970251,10.11,12.687799959573855,7.532200040426145,5.15559991914771,0.7540926411172263
2025-03-12,sz.002173,10.4000,11.4100,10.2700,11.41,10.3700,103132301,1139729310.8600,3,24.810100,1,10.028900,0,-105.078393,6.225165,-11.094365,2.733015,0.54769159834124,0.4090346981798459,0.13865690016139415,10.969077285350732,10.421385687009492,10.243500000000001,12.79901642736382,7.687983572636181,5.11103285472764,0.7282317553331714
2025-03-11,sz.002173,9.8800,11.1000,9.8700,10.37,10.1800,56212939,588195712.1300,3,13.522900,1,1.866400,0,-95.500695,5.657753,-10.083135,2.483905,0.4593322093193226,0.41909420040774126,0.04023800891158136,10.876911549142926,10.417579339823604,10.338,12.754962861461516,7.921037138538482,4.833925722923034,0.5066198783006227
2025-03-10,sz.002173,10.4800,10.5500,10.0600,10.18,10.1500,41662120,426124442.4000,3,10.022500,1,0.295600,0,-93.750924,5.554091,-9.898391,2.438395,0.3697135175292825,0.40921806383204956,-0.03950454630276706,10.769694387736322,10.39998087020704,10.427499999999998,12.666775023658099,8.188224976341898,4.478550047316201,0.44473657827083685
2025-03-07,sz.002173,10.2400,10.5000,10.0400,10.15,10.3500,42491600,435546762.0000,3,10.222000,1,-1.932400,0,-93.474644,5.537723,-9.869221,2.431209,0.2928930209128193,0.38595305524820356,-0.09306003433538423,10.674356789623042,10.381463768710223,10.5105,12.56263598605531,8.45836401394469,4.10427197211062,0.4121646902423445
2025-03-06,sz.002173,9.8800,10.4700,9.8200,10.35,9.8500,56352201,572631405.2500,3,13.556400,1,5.076100,0,-95.316509,5.646841,-10.063688,2.479115,0.24532262588951959,0.3578269693764668,-0.11250434348694721,10.624455745065651,10.379133119176132,10.5565,12.546974949934269,8.566025050065731,3.9809498998685378,0.44812795810195466
2025-03-05,sz.002173,9.9800,10.0900,9.7200,9.85,9.8800,29466800,291317834.0000,3,7.088700,1,-0.303600,0,-90.711847,5.374047,-9.577520,2.359351,0.16537063405201025,0.3193357023115755,-0.15396506825956524,10.505308707363243,10.339938073311233,10.569999999999999,12.536102208619093,8.603897791380904,3.9322044172381894,0.31689659956546823
2025-03-04,sz.002173,9.4200,9.9400,9.3500,9.88,9.5300,36103273,352564862.9300,3,8.685200,1,3.672600,0,-90.988126,5.390414,-9.606690,2.366537,0.10323878136960651,0.2761163181231817,-0.1728775367535752,10.409107367768897,10.30586858639929,10.562000000000001,12.538457223897037,8.585542776102965,3.952914447794072,0.32746907148962173
2025-03-03,sz.002173,9.5000,9.7100,9.2800,9.53,9.3600,28800400,274547112.0000,3,6.928400,1,1.816200,0,-87.764863,5.199458,-9.266372,2.282702,0.025463241161231664,0.22598570273079172,-0.20052246156956005,10.273860080419835,10.248396839258604,10.568999999999999,12.528902253201752,8.609097746798247,3.919804506403505,0.23493576062207705
2025-02-28,sz.002173,9.8500,9.9000,9.3500,9.36,9.9900,37517401,359184082.3600,3,9.025400,1,-6.306300,0,-86.199278,5.106708,-9.101074,2.241982,-0.04932344408648248,0.1709238733673369,-0.22024731745381937,10.133266221893706,10.182589665980188,10.58,12.508348079520271,8.651651920479729,3.856696159040542,0.18366706899111576
2025-02-27,sz.002173,10.0800,10.2700,9.7500,9.99,10.1100,47308700,473120617.3700,3,11.380900,1,-1.186900,0,-92.001152,5.450429,-9.713647,2.392885,-0.05709850011718132,0.12531939867043326,-0.18241789878761458,10.11122526467929,10.16832376479647,10.609,12.47985007416416,8.73814992583584,3.74170014832832,0.33456718190618495
2025-02-26,sz.002173,10.4100,10.6300,10.0000,10.11,10.8500,81121959,826838755.2200,3,19.515200,1,-6.820300,0,-93.106271,5.515900,-9.830327,2.421628,-0.05296672350172038,0.08966217423600253,-0.14262889773772292,10.111036762420937,10.164003485922658,10.636,12.458680501493983,8.813319498506015,3.6453610029879684,0.3557070206300948
